Genenames	KeggTerms
Cluster-2917.38632	ko01200
Cluster-2917.168101	ko01200
Cluster-62962.0	ko01200
Cluster-37304.0	ko01200
Cluster-3811.1	ko01200
Cluster-16760.0	ko01200
Cluster-2917.45204	ko01200
Cluster-87691.0	ko01200
Cluster-2917.9218	ko01200
Cluster-2917.35785	ko01200
Cluster-6171.2	ko01200
Cluster-2917.163017	ko01200
Cluster-2917.157674	ko01200
Cluster-83380.0	ko01200
Cluster-2917.168530	ko01200
Cluster-2917.63723	ko01200
Cluster-52296.0	ko01200
Cluster-11325.0	ko01200
Cluster-2917.54157	ko01200
Cluster-69535.2	ko01200
Cluster-36263.0	ko01200
Cluster-2917.15739	ko01200
Cluster-2917.29998	ko01200
Cluster-2917.564	ko01200
Cluster-81143.0	ko01200
Cluster-69431.0	ko01200
Cluster-2917.26039	ko01200
Cluster-2917.158549	ko01200
Cluster-2917.17105	ko01200
Cluster-53288.0	ko01200
Cluster-52963.0	ko01200
Cluster-2917.93035	ko01200
Cluster-2917.163380	ko01200
Cluster-63385.2	ko01200
Cluster-25801.0	ko01200
Cluster-2917.55272	ko01200
Cluster-80176.3	ko01200
Cluster-2917.102060	ko01200
Cluster-65401.0	ko01200
Cluster-23689.2	ko01200
Cluster-2917.15180	ko01200
Cluster-64050.0	ko01200
Cluster-2917.156599	ko01200
Cluster-2917.142364	ko01200
Cluster-2917.48814	ko01200
Cluster-2917.6646	ko01200
Cluster-87988.3	ko01200
Cluster-2917.122022	ko01200
Cluster-2917.79921	ko01200
Cluster-2917.154852	ko01200
Cluster-42424.0	ko01200
Cluster-2917.192	ko01200
Cluster-2917.155823	ko01200
Cluster-57380.0	ko01200
Cluster-16250.0	ko01200
Cluster-2917.24407	ko01200
Cluster-27602.0	ko01200
Cluster-2917.11050	ko01200
Cluster-2917.13186	ko01200
Cluster-11036.0	ko01200
Cluster-88779.0	ko01200
Cluster-27336.0	ko01200
Cluster-35233.1	ko01200
Cluster-95678.0	ko01200
Cluster-45144.0	ko01200
Cluster-4808.0	ko01200
Cluster-51017.0	ko01200
Cluster-39381.0	ko01200
Cluster-32460.0	ko01200
Cluster-2917.50159	ko01200
Cluster-37242.8	ko01200
Cluster-2917.56534	ko01200
Cluster-2917.159930	ko01200
Cluster-2917.129357	ko01200
Cluster-72613.2	ko01200
Cluster-2917.39036	ko01200
Cluster-39859.0	ko01200
Cluster-2917.160396	ko01200
Cluster-2917.105713	ko01200
Cluster-50036.0	ko01200
Cluster-14282.0	ko01200
Cluster-2917.116311	ko01200
Cluster-90607.1	ko01200
Cluster-47998.0	ko01200
Cluster-2917.98756	ko01200
Cluster-2917.18967	ko01200
Cluster-10028.1	ko01200
Cluster-2917.119931	ko01200
Cluster-3180.0	ko01200
Cluster-74880.1	ko01200
Cluster-44273.0	ko01200
Cluster-55800.0	ko01200
Cluster-46763.0	ko01200
Cluster-42653.0	ko01200
Cluster-2917.700	ko01200
Cluster-2917.122321	ko01200
Cluster-80373.1	ko01200
Cluster-2917.102535	ko01200
Cluster-23662.0	ko01200
Cluster-52778.0	ko01200
Cluster-26607.0	ko01200
Cluster-51166.3	ko01200
Cluster-2917.105646	ko01200
Cluster-24322.0	ko01200
Cluster-2917.858	ko01200
Cluster-84315.0	ko01200
Cluster-2917.77083	ko01200
Cluster-2917.33951	ko01200
Cluster-34432.0	ko01200
Cluster-2917.12851	ko01200
Cluster-2917.95718	ko01200
Cluster-2917.1145	ko01200
Cluster-75899.0	ko01200
Cluster-75463.0	ko01200
Cluster-23689.1	ko01200
Cluster-70484.0	ko01200
Cluster-19708.0	ko01200
Cluster-199.0	ko01200
Cluster-2917.59800	ko01200
Cluster-11516.0	ko01200
Cluster-2917.1944	ko01200
Cluster-79202.0	ko01200
Cluster-2917.20200	ko01200
Cluster-2917.151293	ko01200
Cluster-22882.0	ko01200
Cluster-2917.151273	ko01200
Cluster-26118.1	ko01200
Cluster-96418.4	ko01200
Cluster-33265.1	ko01200
Cluster-2917.117254	ko01200
Cluster-2917.52738	ko01200
Cluster-2917.42943	ko01200
Cluster-2917.167585	ko01200
Cluster-2917.644	ko01200
Cluster-76208.0	ko01200
Cluster-90141.0	ko01200
Cluster-61024.0	ko01200
Cluster-2917.105280	ko01200
Cluster-29397.0	ko01200
Cluster-2917.3549	ko01200
Cluster-2917.107355	ko01200
Cluster-63561.1	ko01200
Cluster-140.0	ko01200
Cluster-61444.0	ko01200
Cluster-2917.167571	ko01200
Cluster-15214.0	ko01200
Cluster-95678.0	ko01220
Cluster-25801.0	ko01220
Cluster-72391.0	ko01220
Cluster-2917.95718	ko01220
Cluster-2917.79682	ko01220
Cluster-2917.27747	ko01220
Cluster-2917.93035	ko01220
Cluster-2917.127739	ko01212
Cluster-2917.17719	ko01212
Cluster-32460.0	ko01212
Cluster-2917.44281	ko01212
Cluster-45873.0	ko01212
Cluster-2917.101841	ko01212
Cluster-3296.1	ko01212
Cluster-2917.39036	ko01212
Cluster-2917.115079	ko01212
Cluster-2917.124421	ko01212
Cluster-79202.0	ko01212
Cluster-2917.88874	ko01212
Cluster-2917.168530	ko01212
Cluster-52296.0	ko01212
Cluster-2917.18967	ko01212
Cluster-38231.0	ko01212
Cluster-8024.0	ko01212
Cluster-90141.0	ko01212
Cluster-50036.0	ko01212
Cluster-2917.24897	ko01212
Cluster-81349.0	ko01212
Cluster-2917.73276	ko01212
Cluster-2917.51437	ko01212
Cluster-2917.147081	ko01212
Cluster-51166.3	ko01212
Cluster-23188.0	ko01212
Cluster-2917.34233	ko01212
Cluster-2917.163380	ko01212
Cluster-2917.102645	ko01212
Cluster-9004.0	ko01212
Cluster-26497.0	ko01212
Cluster-2917.102535	ko01212
Cluster-2917.160067	ko01212
Cluster-2917.76012	ko01212
Cluster-41874.0	ko01212
Cluster-2917.168101	ko01212
Cluster-82695.0	ko01212
Cluster-2917.7969	ko01212
Cluster-2917.1145	ko01212
Cluster-62962.0	ko01212
Cluster-3811.1	ko01212
Cluster-49044.0	ko01212
Cluster-2917.29473	ko01212
Cluster-2917.37945	ko01212
Cluster-2917.59800	ko01212
Cluster-84315.0	ko01212
Cluster-2917.77083	ko01212
Cluster-2917.113182	ko01212
Cluster-40556.0	ko01212
Cluster-2917.79921	ko01212
Cluster-39302.0	ko01212
Cluster-2917.123128	ko01212
Cluster-2917.114403	ko01212
Cluster-2917.2177	ko00982
Cluster-25801.0	ko00982
Cluster-95678.0	ko00982
Cluster-2917.76354	ko00982
Cluster-2917.123583	ko00982
Cluster-2917.71018	ko00982
Cluster-2917.95366	ko00982
Cluster-72391.0	ko00982
Cluster-2917.79961	ko00982
Cluster-2917.66063	ko00982
Cluster-79855.1	ko00982
Cluster-28880.0	ko00982
Cluster-2917.42381	ko00982
Cluster-19552.0	ko00982
Cluster-2917.16172	ko00982
Cluster-4013.0	ko00982
Cluster-68099.0	ko00982
Cluster-37320.0	ko00983
Cluster-2917.42381	ko00983
Cluster-2917.157252	ko00983
Cluster-2917.161130	ko00983
Cluster-43957.0	ko00983
Cluster-2917.1937	ko00983
Cluster-82109.0	ko00983
Cluster-2917.127427	ko00983
Cluster-2917.51338	ko00983
Cluster-2917.10635	ko00983
Cluster-2917.73281	ko00983
Cluster-2917.79961	ko00983
Cluster-85937.0	ko00983
Cluster-2917.71789	ko00983
Cluster-14716.0	ko00983
Cluster-2917.166400	ko00983
Cluster-57966.0	ko00983
Cluster-2917.137400	ko00983
Cluster-2917.144588	ko00983
Cluster-87302.0	ko00983
Cluster-63617.0	ko00983
Cluster-2917.40642	ko00983
Cluster-2917.127011	ko00983
Cluster-57824.0	ko00983
Cluster-92735.0	ko00983
Cluster-84378.0	ko00983
Cluster-2917.69976	ko00983
Cluster-92975.0	ko00983
Cluster-14138.1	ko00983
Cluster-2917.123583	ko00983
Cluster-2917.101299	ko00980
Cluster-2917.16172	ko00980
Cluster-19552.0	ko00980
Cluster-2917.42381	ko00980
Cluster-28880.0	ko00980
Cluster-79855.1	ko00980
Cluster-2917.86807	ko00980
Cluster-570.0	ko00980
Cluster-2917.79961	ko00980
Cluster-90619.0	ko00980
Cluster-72391.0	ko00980
Cluster-2917.95366	ko00980
Cluster-2917.71018	ko00980
Cluster-2917.123583	ko00980
Cluster-2917.76354	ko00980
Cluster-25801.0	ko00980
Cluster-95678.0	ko00980
Cluster-2917.58672	ko04261
Cluster-2917.106547	ko04261
Cluster-2917.163837	ko04261
Cluster-63042.0	ko04261
Cluster-72189.0	ko04261
Cluster-2917.46621	ko04261
Cluster-2917.59714	ko04261
Cluster-2917.120618	ko04261
Cluster-2917.144478	ko04261
Cluster-2917.62727	ko04261
Cluster-77417.0	ko04261
Cluster-691.0	ko04261
Cluster-2917.105309	ko04261
Cluster-2917.110850	ko04261
Cluster-2917.169448	ko04261
Cluster-51424.1	ko04261
Cluster-2917.134362	ko04261
Cluster-2917.136236	ko04261
Cluster-2917.101496	ko04261
Cluster-2917.161062	ko04261
Cluster-2917.105524	ko04261
Cluster-2917.120722	ko04261
Cluster-97345.1	ko04261
Cluster-2917.102131	ko04261
Cluster-2917.147438	ko04261
Cluster-2917.660	ko04261
Cluster-2917.116748	ko04261
Cluster-2917.655	ko04261
Cluster-10779.1	ko04260
Cluster-2917.144478	ko04260
Cluster-2917.1342	ko04260
Cluster-2917.22029	ko04260
Cluster-14079.0	ko04260
Cluster-2917.105309	ko04260
Cluster-2917.83929	ko04260
Cluster-2917.157577	ko04260
Cluster-2917.106547	ko04260
Cluster-2917.22024	ko04260
Cluster-2917.22027	ko04260
Cluster-94469.3	ko04260
Cluster-2917.99563	ko04260
Cluster-2917.46621	ko04260
Cluster-2917.45419	ko04260
Cluster-2917.49780	ko04260
Cluster-38328.0	ko04260
Cluster-97345.1	ko04260
Cluster-2917.44278	ko04260
Cluster-2917.168852	ko04260
Cluster-2917.21622	ko04260
Cluster-2917.132589	ko04260
Cluster-8490.0	ko04260
Cluster-2917.116748	ko04260
Cluster-61805.0	ko04260
Cluster-2917.76264	ko04260
Cluster-2917.101496	ko04260
Cluster-2917.105524	ko04260
Cluster-2917.49504	ko04270
Cluster-2917.80191	ko04270
Cluster-2917.136236	ko04270
Cluster-2917.134362	ko04270
Cluster-2917.655	ko04270
Cluster-2917.100021	ko04270
Cluster-2917.147438	ko04270
Cluster-2917.84330	ko04270
Cluster-2917.660	ko04270
Cluster-2917.86390	ko04270
Cluster-17946.0	ko04270
Cluster-2917.140000	ko04270
Cluster-63042.0	ko04270
Cluster-2917.134698	ko04270
Cluster-691.0	ko04270
Cluster-2917.118404	ko04270
Cluster-2917.1645	ko04270
Cluster-77417.0	ko04270
Cluster-2917.49503	ko04270
Cluster-85799.0	ko04360
Cluster-2917.142922	ko04360
Cluster-2917.169055	ko04360
Cluster-60380.0	ko04360
Cluster-2917.100021	ko04360
Cluster-2917.21951	ko04360
Cluster-2917.51624	ko04360
Cluster-2917.161062	ko04360
Cluster-2917.67817	ko04360
Cluster-97356.0	ko04360
Cluster-2917.75527	ko04360
Cluster-2917.114789	ko04360
Cluster-57856.0	ko04360
Cluster-2917.15546	ko04320
Cluster-2917.62533	ko04320
Cluster-17946.0	ko04320
Cluster-75547.0	ko04320
Cluster-96054.1	ko04320
Cluster-2917.133401	ko04320
Cluster-2917.19131	ko04320
Cluster-1193.0	ko04320
Cluster-66756.0	ko04380
Cluster-2917.135962	ko04380
Cluster-2917.123338	ko04380
Cluster-2917.59714	ko04380
Cluster-17946.0	ko04380
Cluster-711.0	ko04380
Cluster-2917.148759	ko04380
Cluster-2917.159966	ko04380
Cluster-57856.0	ko04380
Cluster-2917.163837	ko04380
Cluster-2917.130511	ko04380
Cluster-51424.1	ko04380
Cluster-2917.145029	ko04380
Cluster-21421.0	ko04976
Cluster-2917.132516	ko04976
Cluster-2917.43610	ko04976
Cluster-2917.123583	ko04976
Cluster-31449.0	ko04976
Cluster-2917.162230	ko04976
Cluster-2917.95294	ko04976
Cluster-2917.101496	ko04976
Cluster-2917.60577	ko04976
Cluster-2917.136236	ko04976
Cluster-2917.79961	ko04976
Cluster-2917.59836	ko04976
Cluster-2917.150391	ko04976
Cluster-2917.119462	ko04976
Cluster-94089.0	ko04976
Cluster-22532.0	ko04976
Cluster-2917.42381	ko04976
Cluster-2917.113267	ko04976
Cluster-2917.660	ko04976
Cluster-2917.103439	ko04976
Cluster-2917.116748	ko04976
Cluster-2917.655	ko04976
Cluster-58457.0	ko04976
Cluster-2917.22754	ko04976
Cluster-2917.103152	ko04976
Cluster-2917.116033	ko04976
Cluster-681.0	ko04976
Cluster-2917.143750	ko04976
Cluster-2917.105309	ko04976
Cluster-2917.144478	ko04976
Cluster-2917.138786	ko04976
Cluster-2917.84431	ko04976
Cluster-2917.87508	ko04976
Cluster-2917.116679	ko04976
Cluster-2917.29859	ko04976
Cluster-2917.101496	ko04973
Cluster-2917.35198	ko04973
Cluster-2917.17	ko04973
Cluster-94689.0	ko04973
Cluster-51424.1	ko04973
Cluster-2917.135370	ko04973
Cluster-63042.0	ko04973
Cluster-2917.147438	ko04973
Cluster-2917.116748	ko04973
Cluster-2917.109146	ko04973
Cluster-2917.105309	ko04973
Cluster-2917.131269	ko04973
Cluster-2917.59714	ko04973
Cluster-2917.144478	ko04973
Cluster-2917.2606	ko04973
Cluster-2917.34233	ko04975
Cluster-2917.126245	ko04975
Cluster-2917.163380	ko04975
Cluster-2917.148939	ko04975
Cluster-2917.160067	ko04975
Cluster-2917.130397	ko04975
Cluster-13351.0	ko04975
Cluster-2917.65385	ko04975
Cluster-2917.43651	ko04975
Cluster-51166.3	ko04975
Cluster-2917.51437	ko04975
Cluster-39302.0	ko04975
Cluster-2917.127788	ko04975
Cluster-2917.125153	ko04975
Cluster-2917.113182	ko04975
Cluster-2917.104253	ko04975
Cluster-2917.106352	ko04975
Cluster-2917.59800	ko04975
Cluster-3811.1	ko04975
Cluster-2917.168530	ko04975
Cluster-2917.99985	ko04975
Cluster-2917.115079	ko04975
Cluster-2917.2280	ko04975
Cluster-52296.0	ko04975
Cluster-61825.1	ko04975
Cluster-2917.52738	ko04975
Cluster-2917.80191	ko04975
Cluster-32460.0	ko04975
Cluster-2917.127786	ko04975
Cluster-2917.167208	ko04975
Cluster-2917.39036	ko04975
Cluster-49844.0	ko04975
Cluster-90141.0	ko04975
Cluster-2917.9934	ko04975
Cluster-2917.18967	ko04975
Cluster-2917.131547	ko04975
Cluster-2917.144478	ko04971
Cluster-2917.655	ko04971
Cluster-2917.105309	ko04971
Cluster-691.0	ko04971
Cluster-2917.147438	ko04971
Cluster-2917.1645	ko04971
Cluster-2917.116748	ko04971
Cluster-2917.660	ko04971
Cluster-77417.0	ko04971
Cluster-72189.0	ko04971
Cluster-63042.0	ko04971
Cluster-2917.136236	ko04971
Cluster-2917.101496	ko04971
Cluster-2917.161062	ko04971
Cluster-81768.4	ko04978
Cluster-2917.116748	ko04978
Cluster-53589.2	ko04978
Cluster-2917.76837	ko04978
Cluster-95740.0	ko04978
Cluster-2917.36245	ko04978
Cluster-2917.61384	ko04978
Cluster-2917.120259	ko04978
Cluster-2917.102742	ko04978
Cluster-2917.43330	ko04978
Cluster-2917.36422	ko04978
Cluster-2917.101496	ko04978
Cluster-2917.61097	ko04978
Cluster-21828.0	ko04978
Cluster-2917.144478	ko04978
Cluster-33935.0	ko04978
Cluster-2917.36423	ko04978
Cluster-2917.105309	ko04978
Cluster-2917.54904	ko04978
Cluster-2917.169448	ko04978
Cluster-2917.124053	ko04978
Cluster-2917.93312	ko04978
Cluster-2917.8850	ko04978
Cluster-72189.0	ko04972
Cluster-63042.0	ko04972
Cluster-2917.104253	ko04972
Cluster-2917.117818	ko04972
Cluster-2917.106547	ko04972
Cluster-2917.131547	ko04972
Cluster-2917.35198	ko04972
Cluster-2917.144478	ko04972
Cluster-2917.105309	ko04972
Cluster-2917.169448	ko04972
Cluster-2917.1645	ko04972
Cluster-2917.141898	ko04972
Cluster-57856.0	ko04972
Cluster-2917.80191	ko04972
Cluster-61825.1	ko04972
Cluster-2917.101496	ko04972
Cluster-2917.148939	ko04972
Cluster-2917.167038	ko04972
Cluster-2917.105407	ko04972
Cluster-2917.655	ko04972
Cluster-2917.100021	ko04972
Cluster-2917.147438	ko04972
Cluster-2917.660	ko04972
Cluster-2917.116748	ko04972
Cluster-2917.144478	ko04974
Cluster-2917.98026	ko04974
Cluster-2917.141898	ko04974
Cluster-2917.105309	ko04974
Cluster-2917.104655	ko04974
Cluster-2917.44731	ko04974
Cluster-2917.126838	ko04974
Cluster-72189.0	ko04974
Cluster-2917.90143	ko04974
Cluster-2917.167038	ko04974
Cluster-2917.116748	ko04974
Cluster-2917.99057	ko04974
Cluster-90250.0	ko04974
Cluster-60040.0	ko04974
Cluster-2917.105550	ko04974
Cluster-2917.101496	ko04974
Cluster-63042.0	ko04970
Cluster-2917.136236	ko04970
Cluster-2917.101496	ko04970
Cluster-2917.35198	ko04970
Cluster-2917.144478	ko04970
Cluster-2917.1645	ko04970
Cluster-2917.147438	ko04970
Cluster-77417.0	ko04970
Cluster-2917.660	ko04970
Cluster-2917.116748	ko04970
Cluster-2917.655	ko04970
Cluster-2917.105309	ko04970
Cluster-691.0	ko04970
Cluster-2917.169448	ko04970
Cluster-2917.148939	ko04977
Cluster-2917.48663	ko04977
Cluster-2917.70710	ko04977
Cluster-2917.36245	ko04977
Cluster-2917.45100	ko04977
Cluster-2917.54904	ko04977
Cluster-9772.9	ko04977
Cluster-26497.0	ko04920
Cluster-2917.135962	ko04920
Cluster-23188.0	ko04920
Cluster-2917.76012	ko04920
Cluster-2917.113267	ko04920
Cluster-51424.1	ko04920
Cluster-2917.114930	ko04920
Cluster-2917.145029	ko04920
Cluster-2917.102847	ko04920
Cluster-2917.127739	ko04920
Cluster-2917.114929	ko04920
Cluster-2917.84431	ko04920
Cluster-2917.143471	ko04920
Cluster-2917.161062	ko04915
Cluster-51424.1	ko04915
Cluster-2917.164628	ko04915
Cluster-2917.136236	ko04915
Cluster-2917.660	ko04915
Cluster-2917.147438	ko04915
Cluster-1193.0	ko04915
Cluster-2917.655	ko04915
Cluster-2917.32340	ko04915
Cluster-2917.102131	ko04915
Cluster-66135.0	ko04915
Cluster-17946.0	ko04915
Cluster-2917.163837	ko04915
Cluster-77417.0	ko04915
Cluster-2917.1645	ko04915
Cluster-2917.124824	ko04915
Cluster-691.0	ko04915
Cluster-2917.59714	ko04915
Cluster-2917.173094	ko04915
Cluster-2917.122022	ko04922
Cluster-2917.34932	ko04922
Cluster-2917.42943	ko04922
Cluster-2917.136965	ko04922
Cluster-691.0	ko04922
Cluster-2917.101589	ko04922
Cluster-2917.1645	ko04922
Cluster-77417.0	ko04922
Cluster-2917.163837	ko04922
Cluster-2917.102847	ko04922
Cluster-2917.192	ko04922
Cluster-2917.113267	ko04922
Cluster-37304.0	ko04922
Cluster-140.0	ko04922
Cluster-2917.84431	ko04922
Cluster-2917.131439	ko04922
Cluster-90512.0	ko04922
Cluster-2917.118648	ko04922
Cluster-19708.0	ko04922
Cluster-2917.102131	ko04922
Cluster-14264.6	ko04922
Cluster-2917.655	ko04922
Cluster-2917.76012	ko04922
Cluster-2917.147438	ko04922
Cluster-2917.136236	ko04922
Cluster-51424.1	ko04922
Cluster-2917.115669	ko04922
Cluster-2917.66505	ko04922
Cluster-17946.0	ko04912
Cluster-63042.0	ko04912
Cluster-691.0	ko04912
Cluster-2917.125094	ko04912
Cluster-2917.1645	ko04912
Cluster-77417.0	ko04912
Cluster-29834.0	ko04912
Cluster-2917.173094	ko04912
Cluster-2917.136236	ko04912
Cluster-2917.655	ko04912
Cluster-1193.0	ko04912
Cluster-2917.147438	ko04912
Cluster-2917.660	ko04912
Cluster-2917.135962	ko04912
Cluster-2917.102131	ko04912
Cluster-2917.81141	ko04912
Cluster-2917.147438	ko04911
Cluster-2917.660	ko04911
Cluster-2917.116748	ko04911
Cluster-2917.105309	ko04911
Cluster-2917.655	ko04911
Cluster-2917.144478	ko04911
Cluster-2917.102131	ko04911
Cluster-2917.101496	ko04911
Cluster-2917.84431	ko04911
Cluster-2917.58672	ko04911
Cluster-2917.113267	ko04911
Cluster-2917.163837	ko04911
Cluster-63042.0	ko04911
Cluster-2917.136236	ko04911
Cluster-2917.139988	ko04910
Cluster-2917.124458	ko04910
Cluster-41874.0	ko04910
Cluster-2917.135962	ko04910
Cluster-2917.51624	ko04910
Cluster-2917.32340	ko04910
Cluster-2917.161946	ko04910
Cluster-2917.38309	ko04910
Cluster-2917.136236	ko04910
Cluster-51424.1	ko04910
Cluster-2917.134362	ko04910
Cluster-691.0	ko04910
Cluster-2917.127158	ko04910
Cluster-77417.0	ko04910
Cluster-2917.34932	ko04910
Cluster-2917.59714	ko04910
Cluster-2917.104082	ko04910
Cluster-40556.0	ko04910
Cluster-17946.0	ko04910
Cluster-2917.66638	ko04910
Cluster-140.0	ko04910
Cluster-2917.131439	ko04910
Cluster-2917.37945	ko04910
Cluster-2917.145670	ko04910
Cluster-2917.102847	ko04910
Cluster-37304.0	ko04910
Cluster-2917.66505	ko04916
Cluster-2917.161062	ko04916
Cluster-2917.136236	ko04916
Cluster-2917.105601	ko04916
Cluster-2917.655	ko04916
Cluster-48310.0	ko04916
Cluster-2917.147438	ko04916
Cluster-2917.660	ko04916
Cluster-2917.51624	ko04916
Cluster-335.0	ko04916
Cluster-17946.0	ko04916
Cluster-2917.40404	ko04916
Cluster-2917.163837	ko04916
Cluster-63042.0	ko04916
Cluster-691.0	ko04916
Cluster-2917.40051	ko04916
Cluster-77417.0	ko04916
Cluster-2917.159413	ko04916
Cluster-2917.655	ko04913
Cluster-2917.660	ko04913
Cluster-2917.136236	ko04913
Cluster-2917.150602	ko04913
Cluster-66135.0	ko04921
Cluster-2917.86390	ko04921
Cluster-2917.655	ko04921
Cluster-1193.0	ko04921
Cluster-2917.100021	ko04921
Cluster-2917.147438	ko04921
Cluster-2917.660	ko04921
Cluster-2917.107516	ko04921
Cluster-2917.136236	ko04921
Cluster-2917.134362	ko04921
Cluster-2917.143471	ko04921
Cluster-2917.161062	ko04921
Cluster-2917.59714	ko04921
Cluster-691.0	ko04921
Cluster-2917.1645	ko04921
Cluster-77417.0	ko04921
Cluster-63042.0	ko04921
Cluster-2917.134698	ko04921
Cluster-17946.0	ko04921
Cluster-2917.167208	ko03320
Cluster-3296.1	ko03320
Cluster-56348.0	ko03320
Cluster-2917.44281	ko03320
Cluster-45873.0	ko03320
Cluster-2917.127739	ko03320
Cluster-514.0	ko03320
Cluster-2917.2280	ko03320
Cluster-2917.76012	ko03320
Cluster-80092.0	ko03320
Cluster-26497.0	ko03320
Cluster-2917.124421	ko03320
Cluster-2917.160783	ko03320
Cluster-23188.0	ko03320
Cluster-2917.102645	ko03320
Cluster-2917.132761	ko03320
Cluster-2917.102847	ko03320
Cluster-16875.0	ko03320
Cluster-50036.0	ko03320
Cluster-2917.3552	ko03320
Cluster-2917.79921	ko03320
Cluster-2917.9934	ko03320
Cluster-2917.125153	ko03320
Cluster-51424.1	ko04914
Cluster-2917.164628	ko04914
Cluster-2917.107716	ko04914
Cluster-2917.136236	ko04914
Cluster-2917.161062	ko04914
Cluster-17946.0	ko04914
Cluster-2917.59714	ko04914
Cluster-2917.135962	ko04914
Cluster-2917.660	ko04914
Cluster-2917.655	ko04914
Cluster-51424.1	ko04917
Cluster-2917.145029	ko04917
Cluster-2917.161701	ko04917
Cluster-14810.0	ko04917
Cluster-2917.128787	ko04917
Cluster-2917.57803	ko04917
Cluster-17946.0	ko04917
Cluster-2917.59714	ko04917
Cluster-2917.32340	ko04917
Cluster-2917.49434	ko04917
Cluster-2917.51624	ko04917
Cluster-2917.135962	ko04917
Cluster-2917.655	ko04923
Cluster-2917.660	ko04923
Cluster-2917.59714	ko04923
Cluster-2917.154667	ko04923
Cluster-2917.161062	ko04923
Cluster-2917.136236	ko04923
Cluster-2917.116716	ko04923
Cluster-51424.1	ko04923
Cluster-2917.136236	ko04924
Cluster-2917.116716	ko04924
Cluster-2917.163837	ko04924
Cluster-2917.161062	ko04924
Cluster-2917.154667	ko04924
Cluster-90289.1	ko04924
Cluster-691.0	ko04924
Cluster-77417.0	ko04924
Cluster-2917.147438	ko04924
Cluster-2917.1645	ko04924
Cluster-2917.902	ko04614
Cluster-2917.126838	ko04614
Cluster-90289.1	ko04614
Cluster-2917.34711	ko04614
Cluster-2917.140379	ko04614
Cluster-2917.111615	ko04614
Cluster-709.0	ko04614
Cluster-2917.106547	ko04919
Cluster-2917.113267	ko04919
Cluster-63042.0	ko04919
Cluster-2917.79170	ko04919
Cluster-2917.84431	ko04919
Cluster-17946.0	ko04919
Cluster-2917.59714	ko04919
Cluster-2917.144478	ko04919
Cluster-2917.122022	ko04919
Cluster-75547.0	ko04919
Cluster-2917.164961	ko04919
Cluster-2917.19131	ko04919
Cluster-2917.105309	ko04919
Cluster-2917.141866	ko04919
Cluster-51424.1	ko04919
Cluster-2917.105601	ko04919
Cluster-2917.25522	ko04919
Cluster-2917.136236	ko04919
Cluster-2917.38309	ko04919
Cluster-2917.105524	ko04919
Cluster-2917.66505	ko04919
Cluster-2917.101496	ko04919
Cluster-335.0	ko04919
Cluster-2917.51624	ko04919
Cluster-2917.116748	ko04919
Cluster-2917.147438	ko04919
Cluster-89551.1	ko04919
Cluster-2917.131127	ko04918
Cluster-2917.163837	ko04918
Cluster-63042.0	ko04918
Cluster-2917.105309	ko04918
Cluster-2917.1645	ko04918
Cluster-2917.144478	ko04918
Cluster-2917.101496	ko04918
Cluster-2917.136236	ko04918
Cluster-2917.168200	ko04918
Cluster-2917.655	ko04918
Cluster-27778.1	ko04918
Cluster-2917.660	ko04918
Cluster-2917.116748	ko04918
Cluster-2917.147438	ko04918
Cluster-2917.102131	ko04918
Cluster-68956.0	ko04918
Cluster-802.0	ko04918
Cluster-2917.26875	ko04918
Cluster-2917.161072	ko04713
Cluster-2917.136236	ko04713
Cluster-63042.0	ko04713
Cluster-2917.163837	ko04713
Cluster-2917.48823	ko04713
Cluster-2917.161062	ko04713
Cluster-2917.110850	ko04713
Cluster-2917.655	ko04713
Cluster-691.0	ko04713
Cluster-2917.116230	ko04713
Cluster-2917.660	ko04713
Cluster-77417.0	ko04713
Cluster-2917.1645	ko04713
Cluster-2917.147438	ko04713
Cluster-759.0	ko04710
Cluster-2917.163837	ko04710
Cluster-2917.51624	ko04711
Cluster-2917.105309	ko04960
Cluster-2917.116748	ko04960
Cluster-2917.101496	ko04960
Cluster-2917.144478	ko04960
Cluster-63042.0	ko04960
Cluster-2917.59714	ko04960
Cluster-2917.114411	ko04966
Cluster-2917.99301	ko04966
Cluster-59437.0	ko04966
Cluster-2917.110274	ko04966
Cluster-2917.101496	ko04961
Cluster-2917.136236	ko04961
Cluster-2917.47906	ko04961
Cluster-63042.0	ko04961
Cluster-2917.116748	ko04961
Cluster-2917.147438	ko04961
Cluster-2917.169448	ko04961
Cluster-2917.105309	ko04961
Cluster-2917.24422	ko04961
Cluster-2917.105407	ko04961
Cluster-2917.144478	ko04961
Cluster-75399.0	ko04964
Cluster-83380.0	ko04964
Cluster-2917.144478	ko04964
Cluster-2917.644	ko04964
Cluster-2917.116748	ko04964
Cluster-2917.17105	ko04964
Cluster-2917.105309	ko04964
Cluster-2917.17929	ko04964
Cluster-2917.102847	ko04964
Cluster-2917.101496	ko04964
Cluster-2917.125444	ko04962
Cluster-91632.0	ko04962
Cluster-64812.1	ko04962
Cluster-2917.79858	ko04962
Cluster-2917.105407	ko04962
Cluster-2917.87508	ko04962
Cluster-2917.138851	ko04962
Cluster-91632.1	ko04962
Cluster-2917.96480	ko04962
Cluster-82028.0	ko04962
Cluster-2917.163837	ko04962
Cluster-2917.162485	ko04962
Cluster-2917.136236	ko04962
